payment_ref,invoice_no,vendor_id,vendor_category,business_unit,transaction_date,amount,is_duplicate,post_migration,treated_bu,flag_r1,flag_r2,flag_r3,duplicate_score,predicted_duplicate
PMT-002652,INV-92617,V1073,Logistics,BU_South,2023-02-09,11666.46,0,0,1,0,0,0,0,0
PMT-006046,INV-61315,V1037,Consulting,BU_North,2023-02-09,15832.35,0,0,1,0,0,0,0,0
PMT-009735,INV-60636,V1016,Consulting,BU_West,2023-02-09,21841.99,0,0,0,0,0,0,0,0
PMT-001388,INV-46827,V1078,IT Services,BU_East,2023-02-09,45993.29,0,0,0,0,0,0,0,0
PMT-005295,INV-55265,V1034,IT Services,BU_West,2023-02-09,65200.69,0,0,0,0,0,0,0,0
PMT-012112,INV-42561,V1096,Consulting,BU_South,2023-02-09,17208.1,0,0,1,0,0,0,0,0
PMT-004639,INV-44221,V1008,Logistics,BU_Central,2023-02-10,5063.97,0,0,0,0,0,0,0,0
PMT-010286,INV-74983,V1098,IT Services,BU_East,2023-02-10,58408.17,0,0,0,0,0,0,0,0
PMT-013112,INV-31630,V1049,Logistics,BU_North,2023-02-10,10283.43,0,0,1,0,0,0,0,0
PMT-004608,INV-95206,V1072,Consulting,BU_North,2023-02-10,4102.57,0,0,1,0,0,0,0,0
PMT-010249,INV-30573,V1001,Facilities,BU_North,2023-02-10,4525.5,0,0,1,0,0,0,0,0
PMT-010860,INV-53323,V1011,IT Services,BU_Central,2023-02-10,38730.09,0,0,0,0,0,0,0,0
PMT-009892,INV-14406,V1023,IT Services,BU_West,2023-02-10,25650.86,1,0,0,0,1,1,2,1
PMT-002634,INV-51160,V1070,Consulting,BU_East,2023-02-10,16671.21,0,0,0,0,0,0,0,0
PMT-004390,INV-33998,V1027,Office Supplies,BU_East,2023-02-10,3977.93,0,0,0,0,0,0,0,0
PMT-012632,INV-42163,V1009,Office Supplies,BU_South,2023-02-10,1680.93,0,0,1,0,0,0,0,0
PMT-002405,INV-27111,V1095,IT Services,BU_Central,2023-02-10,23522.09,0,0,0,0,0,0,0,0
PMT-002079,INV-46275,V1015,Office Supplies,BU_East,2023-02-10,2931.35,0,0,0,0,0,0,0,0
PMT-012882,INV-41148,V1091,Office Supplies,BU_East,2023-02-10,2121.87,0,0,0,0,0,0,0,0
PMT-005943,INV-24497,V1039,Consulting,BU_West,2023-02-10,36757.19,0,0,0,0,0,0,0,0
PMT-013203,INV-97599,V1070,Consulting,BU_Central,2023-02-10,28442.51,0,0,0,0,0,0,0,0
PMT-012250,INV-41008,V1073,IT Services,BU_West,2023-02-10,52708.4,0,0,0,0,0,0,0,0
PMT-014620,INV-31236,V1053,Consulting,BU_North,2023-02-10,25529.71,0,0,1,0,0,0,0,0
PMT-010629,INV-22279,V1088,Logistics,BU_East,2023-02-10,6038.29,0,0,0,0,0,0,0,0
PMT-013490,INV-89513,V1045,Facilities,BU_South,2023-02-10,3987.79,0,0,1,0,0,0,0,0
PMT-004951,INV-34316,V1018,Consulting,BU_West,2023-02-10,4086.2,0,0,0,0,0,0,0,0
PMT-012903,INV-68336,V1049,Consulting,BU_West,2023-02-10,26935.89,0,0,0,0,0,0,0,0
PMT-010735,INV-53048,V1040,IT Services,BU_Central,2023-02-10,59665.27,0,0,0,0,0,0,0,0
PMT-003685,INV-81573,V1088,Facilities,BU_Central,2023-02-10,2539.51,0,0,0,0,0,0,0,0
PMT-003343,INV-68547,V1018,Logistics,BU_East,2023-02-10,10717.84,1,0,0,0,1,1,2,1
PMT-007329,INV-14569,V1078,IT Services,BU_East,2023-02-10,55855.44,0,0,0,0,0,0,0,0
PMT-004122,INV-57332,V1036,Consulting,BU_North,2023-02-10,4148.06,0,0,1,0,0,0,0,0
PMT-009410,INV-91054,V1041,Consulting,BU_South,2023-02-10,13534.21,0,0,1,0,0,0,0,0
PMT-011333,INV-24596,V1020,Office Supplies,BU_East,2023-02-10,4324.6,0,0,0,0,0,0,0,0
PMT-014299,INV-62654,V1060,Logistics,BU_West,2023-02-10,2087.97,0,0,0,0,0,0,0,0
PMT-012334,INV-46888,V1050,IT Services,BU_North,2023-02-10,42500.55,0,0,1,0,0,0,0,0
PMT-003294,INV-28860,V1033,Facilities,BU_South,2023-02-10,5130.45,0,0,1,0,0,0,0,0
PMT-011465,INV-37685,V1035,Office Supplies,BU_South,2023-02-10,3484.46,0,0,1,0,0,0,0,0
PMT-012781,INV-37862,V1060,Office Supplies,BU_South,2023-02-10,4010.14,0,0,1,0,0,0,0,0
PMT-011135,INV-29265,V1091,Consulting,BU_North,2023-02-10,23408.71,0,0,1,0,0,0,0,0
PMT-007990,INV-15376,V1075,Facilities,BU_East,2023-02-10,2434.1,0,0,0,0,0,0,0,0
PMT-009352,INV-64690,V1047,Consulting,BU_East,2023-02-10,18410.77,0,0,0,0,0,0,0,0
PMT-008973,INV-10566,V1030,IT Services,BU_West,2023-02-10,34568.15,0,0,0,0,0,0,0,0
PMT-010695,INV-14230,V1038,Office Supplies,BU_South,2023-02-10,2840.81,0,0,1,0,0,0,0,0
PMT-001080,INV-80972,V1097,Logistics,BU_West,2023-02-10,7304.91,0,0,0,0,0,0,0,0
PMT-000389,INV-81496,V1023,Logistics,BU_West,2023-02-10,4209.52,0,0,0,0,0,0,0,0
PMT-006956,INV-83963,V1033,IT Services,BU_East,2023-02-10,68655.22,0,0,0,0,0,0,0,0
PMT-DUP-000267,INV-36971,V1035,IT Services,BU_North,2023-02-10,49771.35,1,0,1,1,1,1,3,1
PMT-DUP-000028,INV-14406,V1023,IT Services,BU_West,2023-02-11,25650.86,1,0,0,1,1,1,3,1
PMT-009943,INV-57812,V1024,Office Supplies,BU_Central,2023-02-11,3217.1,0,0,0,0,0,0,0,0
PMT-006299,INV-20551,V1074,Consulting,BU_North,2023-02-11,35687.35,0,0,1,0,0,0,0,0
PMT-002811,INV-94189,V1087,IT Services,BU_South,2023-02-11,12640.91,0,0,1,0,0,0,0,0
PMT-001814,INV-72423,V1016,Office Supplies,BU_North,2023-02-11,502.94,0,0,1,0,0,0,0,0
PMT-006294,INV-16600,V1012,Consulting,BU_East,2023-02-11,12800.79,0,0,0,0,0,0,0,0
PMT-004442,INV-70784,V1072,Consulting,BU_Central,2023-02-11,4606.25,0,0,0,0,0,0,0,0
PMT-010131,INV-76865,V1070,Consulting,BU_North,2023-02-11,42451.52,0,0,1,0,0,0,0,0
PMT-010634,INV-43432,V1052,IT Services,BU_West,2023-02-11,11589.28,0,0,0,0,0,0,0,0
PMT-013718,INV-80128,V1087,Logistics,BU_South,2023-02-11,1826.37,0,0,1,0,0,0,0,0
PMT-012379,INV-17912,V1087,Office Supplies,BU_South,2023-02-11,1402.93,0,0,1,0,0,0,0,0
PMT-012377,INV-54182,V1061,Consulting,BU_East,2023-02-11,20931.47,0,0,0,0,0,0,0,0
PMT-006229,INV-20275,V1012,IT Services,BU_Central,2023-02-11,21974.81,0,0,0,0,0,0,0,0
PMT-010145,INV-36684,V1015,IT Services,BU_South,2023-02-11,36538.28,0,0,1,0,0,0,0,0
PMT-013757,INV-14373,V1008,IT Services,BU_West,2023-02-11,30410.78,0,0,0,0,0,1,1,0
PMT-003161,INV-78664,V1012,Logistics,BU_East,2023-02-11,9653.44,0,0,0,0,0,0,0,0
PMT-001495,INV-17184,V1094,Consulting,BU_Central,2023-02-11,36767.34,0,0,0,0,0,0,0,0
PMT-001942,INV-18503,V1078,Consulting,BU_West,2023-02-11,48031.55,0,0,0,0,0,0,0,0
PMT-000362,INV-22987,V1040,IT Services,BU_East,2023-02-11,9987.22,0,0,0,0,0,0,0,0
PMT-014241,INV-30708,V1082,Logistics,BU_Central,2023-02-11,1909.33,0,0,0,0,0,0,0,0
PMT-000501,INV-57419,V1090,IT Services,BU_Central,2023-02-11,18884.97,0,0,0,0,0,0,0,0
PMT-000855,INV-51079,V1022,IT Services,BU_West,2023-02-11,51469.1,0,0,0,0,0,0,0,0
PMT-011956,INV-22882,V1059,Office Supplies,BU_West,2023-02-11,4870.98,0,0,0,0,0,0,0,0
PMT-DUP-000142,INV-68547,V1018,Logistics,BU_East,2023-02-11,10717.84,1,0,0,1,1,1,3,1
PMT-007738,INV-97578,V1016,Consulting,BU_North,2023-02-11,26903.16,0,0,1,0,0,0,0,0
PMT-014728,INV-52096,V1030,IT Services,BU_East,2023-02-11,55875.04,0,0,0,0,0,0,0,0
PMT-013661,INV-97674,V1033,Office Supplies,BU_North,2023-02-11,2697.66,0,0,1,0,0,0,0,0
PMT-006761,INV-14280,V1024,Consulting,BU_West,2023-02-11,22333.27,0,0,0,0,0,0,0,0
PMT-013555,INV-78607,V1071,IT Services,BU_North,2023-02-11,61615.67,0,0,1,0,0,0,0,0
PMT-011008,INV-82756,V1041,Office Supplies,BU_Central,2023-02-11,2185.15,0,0,0,0,0,0,0,0
PMT-012521,INV-86138,V1080,Office Supplies,BU_North,2023-02-11,4818.81,0,0,1,0,0,0,0,0
PMT-014788,INV-19675,V1027,Facilities,BU_Central,2023-02-11,5133.37,0,0,0,0,0,0,0,0
PMT-003411,INV-81302,V1064,Consulting,BU_West,2023-02-11,25664.59,0,0,0,0,0,0,0,0
PMT-010542,INV-98293,V1049,Consulting,BU_North,2023-02-11,17355.56,0,0,1,0,0,0,0,0
PMT-014646,INV-88036,V1080,Logistics,BU_East,2023-02-11,1903.56,0,0,0,0,0,1,1,0
PMT-013604,INV-76719,V1012,Logistics,BU_North,2023-02-11,13878.33,0,0,1,0,0,0,0,0
PMT-002753,INV-59241,V1009,IT Services,BU_North,2023-02-11,28267.65,0,0,1,0,0,0,0,0
PMT-011758,INV-51774,V1001,Office Supplies,BU_West,2023-02-11,1279.12,0,0,0,0,0,0,0,0
PMT-005843,INV-45638,V1034,IT Services,BU_South,2023-02-11,76070.19,0,0,1,0,0,0,0,0
PMT-000693,INV-30365,V1026,Office Supplies,BU_East,2023-02-12,3455.31,0,0,0,0,0,0,0,0
PMT-003600,INV-29666,V1001,Consulting,BU_North,2023-02-12,46824.87,0,0,1,0,0,0,0,0
PMT-006544,INV-13002,V1013,Facilities,BU_Central,2023-02-12,3955.0,0,0,0,0,0,0,0,0
PMT-003606,INV-32273,V1024,Logistics,BU_North,2023-02-12,7388.44,0,0,1,0,0,0,0,0
PMT-002362,INV-20709,V1051,Office Supplies,BU_South,2023-02-12,1419.09,0,0,1,0,0,0,0,0
PMT-006752,INV-41367,V1057,IT Services,BU_North,2023-02-12,17316.27,0,0,1,0,0,0,0,0
PMT-005951,INV-78860,V1017,Logistics,BU_East,2023-02-12,1910.64,0,0,0,0,0,0,0,0
PMT-002422,INV-36114,V1061,IT Services,BU_South,2023-02-12,31424.53,0,0,1,0,0,0,0,0
PMT-012709,INV-46234,V1080,IT Services,BU_West,2023-02-12,36239.42,0,0,0,0,0,0,0,0
PMT-008228,INV-40025,V1037,IT Services,BU_West,2023-02-12,10609.75,0,0,0,0,0,0,0,0
PMT-014555,INV-37640,V1000,Consulting,BU_Central,2023-02-12,22995.46,0,0,0,0,0,0,0,0
PMT-005719,INV-25060,V1078,IT Services,BU_West,2023-02-12,42188.0,0,0,0,0,0,0,0,0
PMT-014521,INV-92197,V1016,Logistics,BU_South,2023-02-12,11920.88,0,0,1,0,0,0,0,0
PMT-006568,INV-76199,V1074,Facilities,BU_Central,2023-02-12,6814.96,0,0,0,0,0,0,0,0
PMT-005603,INV-22970,V1000,IT Services,BU_West,2023-02-12,72624.0,0,0,0,0,0,0,0,0
PMT-003811,INV-48223,V1049,Consulting,BU_West,2023-02-12,43468.57,0,0,0,0,0,0,0,0
PMT-012677,INV-14733,V1001,Consulting,BU_Central,2023-02-12,34704.68,0,0,0,0,0,1,1,0
PMT-005993,INV-50837,V1077,Consulting,BU_East,2023-02-12,21411.2,0,0,0,0,0,0,0,0
PMT-001857,INV-58929,V1018,IT Services,BU_Central,2023-02-12,57968.46,0,0,0,0,0,0,0,0
PMT-012517,INV-12395,V1049,Consulting,BU_Central,2023-02-12,32639.95,0,0,0,0,0,0,0,0
PMT-009570,INV-89430,V1052,Consulting,BU_South,2023-02-12,45870.39,0,0,1,0,0,0,0,0
PMT-000692,INV-46368,V1019,Logistics,BU_Central,2023-02-12,14571.77,0,0,0,0,0,0,0,0
PMT-001039,INV-63562,V1069,Logistics,BU_East,2023-02-12,4343.15,0,0,0,0,0,0,0,0
PMT-003212,INV-58614,V1078,IT Services,BU_North,2023-02-12,9367.84,0,0,1,0,0,0,0,0
PMT-013198,INV-58783,V1012,Office Supplies,BU_South,2023-02-12,3521.82,0,0,1,0,0,0,0,0
PMT-004381,INV-60842,V1064,Logistics,BU_North,2023-02-12,1274.55,0,0,1,0,0,0,0,0
PMT-012664,INV-36247,V1022,Logistics,BU_Central,2023-02-12,1661.2,0,0,0,0,0,0,0,0
PMT-010347,INV-78111,V1055,IT Services,BU_North,2023-02-12,68383.43,0,0,1,0,0,0,0,0
PMT-006857,INV-71164,V1002,Logistics,BU_East,2023-02-12,11994.64,0,0,0,0,0,0,0,0
PMT-004363,INV-19269,V1092,Facilities,BU_South,2023-02-12,8764.69,0,0,1,0,0,1,1,0
PMT-003778,INV-93498,V1095,IT Services,BU_East,2023-02-12,52294.15,0,0,0,0,0,0,0,0
PMT-013414,INV-98236,V1033,IT Services,BU_East,2023-02-12,14509.61,0,0,0,0,0,0,0,0
PMT-002139,INV-76813,V1085,Logistics,BU_North,2023-02-12,6620.46,0,0,1,0,0,0,0,0
PMT-014443,INV-67124,V1060,IT Services,BU_Central,2023-02-12,63951.9,1,0,0,0,1,1,2,1
PMT-010041,INV-14055,V1091,Consulting,BU_North,2023-02-12,35736.95,0,0,1,0,0,0,0,0
PMT-013791,INV-31994,V1026,Office Supplies,BU_North,2023-02-12,4482.01,0,0,1,0,0,0,0,0
PMT-002856,INV-95966,V1012,Consulting,BU_East,2023-02-12,10931.22,0,0,0,0,0,0,0,0
PMT-003100,INV-41816,V1062,Office Supplies,BU_North,2023-02-12,1441.88,0,0,1,0,0,0,0,0
PMT-005055,INV-32161,V1068,Facilities,BU_West,2023-02-12,3740.49,0,0,0,0,0,0,0,0
PMT-007440,INV-57782,V1065,Office Supplies,BU_West,2023-02-12,3588.05,0,0,0,0,0,0,0,0
PMT-005019,INV-51725,V1010,Logistics,BU_North,2023-02-12,13511.08,0,0,1,0,0,0,0,0
PMT-011264,INV-20793,V1002,Logistics,BU_West,2023-02-12,10233.66,0,0,0,0,0,0,0,0
PMT-005163,INV-66238,V1057,Logistics,BU_East,2023-02-12,3796.2,0,0,0,0,0,0,0,0
PMT-002961,INV-87250,V1069,IT Services,BU_West,2023-02-12,13211.18,0,0,0,0,0,0,0,0
PMT-006431,INV-38166,V1097,Office Supplies,BU_North,2023-02-12,2004.11,0,0,1,0,0,0,0,0
PMT-001675,INV-95089,V1066,IT Services,BU_North,2023-02-12,28537.01,0,0,1,0,0,0,0,0
PMT-005890,INV-45973,V1083,Consulting,BU_East,2023-02-12,43324.0,0,0,0,0,0,0,0,0
PMT-008379,INV-75808,V1015,Consulting,BU_North,2023-02-12,23080.62,0,0,1,0,0,0,0,0
PMT-002151,INV-81359,V1046,Logistics,BU_North,2023-02-13,2128.62,0,0,1,0,0,0,0,0
PMT-010441,INV-93350,V1017,IT Services,BU_East,2023-02-13,28592.17,0,0,0,0,0,0,0,0
PMT-013304,INV-64610,V1065,Office Supplies,BU_South,2023-02-13,3137.64,0,0,1,0,0,0,0,0
PMT-000037,INV-79822,V1097,Consulting,BU_West,2023-02-13,3259.54,0,0,0,0,0,0,0,0
PMT-008477,INV-30959,V1006,Logistics,BU_East,2023-02-13,10010.98,0,0,0,0,0,0,0,0
PMT-000739,INV-12857,V1009,Logistics,BU_Central,2023-02-13,12309.84,0,0,0,0,0,0,0,0
PMT-013991,INV-96416,V1088,Consulting,BU_North,2023-02-13,32498.74,0,0,1,0,0,0,0,0
PMT-007542,INV-14344,V1046,Consulting,BU_West,2023-02-13,21034.94,0,0,0,0,0,0,0,0
PMT-013429,INV-92166,V1057,Logistics,BU_Central,2023-02-13,11955.87,0,0,0,0,0,0,0,0
PMT-010675,INV-54912,V1028,IT Services,BU_Central,2023-02-13,67883.33,0,0,0,0,0,0,0,0
PMT-003756,INV-64401,V1019,IT Services,BU_South,2023-02-13,67769.59,0,0,1,0,0,0,0,0
PMT-010904,INV-73438,V1053,IT Services,BU_East,2023-02-13,5204.66,0,0,0,0,0,0,0,0
PMT-013395,INV-32727,V1057,Facilities,BU_West,2023-02-13,2248.21,0,0,0,0,0,0,0,0
PMT-002732,INV-64444,V1092,Office Supplies,BU_North,2023-02-13,806.17,0,0,1,0,0,0,0,0
PMT-006714,INV-34586,V1057,IT Services,BU_South,2023-02-13,30987.13,0,0,1,0,0,0,0,0
PMT-004685,INV-79588,V1015,Facilities,BU_North,2023-02-13,8080.45,0,0,1,0,0,0,0,0
PMT-007298,INV-82924,V1078,Logistics,BU_Central,2023-02-13,7786.38,0,0,0,0,0,0,0,0
PMT-002627,INV-54241,V1037,Consulting,BU_South,2023-02-13,35766.81,0,0,1,0,0,0,0,0
PMT-012465,INV-14474,V1030,Facilities,BU_East,2023-02-13,5940.16,0,0,0,0,0,0,0,0
PMT-013245,INV-29573,V1078,Logistics,BU_North,2023-02-13,7401.23,0,0,1,0,0,0,0,0
PMT-005765,INV-42790,V1008,Office Supplies,BU_East,2023-02-13,2999.79,0,0,0,0,0,0,0,0
PMT-009130,INV-40440,V1006,Consulting,BU_East,2023-02-13,38995.7,0,0,0,0,0,0,0,0
PMT-006040,INV-93901,V1042,IT Services,BU_South,2023-02-13,6797.1,0,0,1,0,0,0,0,0
PMT-009894,INV-52707,V1085,Facilities,BU_East,2023-02-13,4724.43,0,0,0,0,0,0,0,0
PMT-014929,INV-37816,V1054,Facilities,BU_Central,2023-02-13,3800.12,0,0,0,0,0,0,0,0
PMT-008931,INV-87262,V1091,Consulting,BU_Central,2023-02-13,47301.15,0,0,0,0,0,0,0,0
PMT-002354,INV-66769,V1050,Consulting,BU_South,2023-02-13,39898.0,0,0,1,0,0,0,0,0
PMT-001393,INV-75004,V1019,Logistics,BU_South,2023-02-13,12952.99,0,0,1,0,0,0,0,0
PMT-008482,INV-78478,V1015,Facilities,BU_South,2023-02-13,7607.37,0,0,1,0,0,0,0,0
PMT-011365,INV-66957,V1011,Consulting,BU_East,2023-02-13,16927.52,0,0,0,0,0,0,0,0
PMT-001786,INV-64396,V1096,IT Services,BU_East,2023-02-13,28540.66,0,0,0,0,0,0,0,0
PMT-013776,INV-31214,V1049,Consulting,BU_East,2023-02-13,36700.28,0,0,0,0,0,0,0,0
PMT-008558,INV-50647,V1094,IT Services,BU_North,2023-02-13,53822.64,0,0,1,0,0,0,0,0
PMT-012340,INV-21351,V1076,IT Services,BU_North,2023-02-13,63015.81,0,0,1,0,0,0,0,0
PMT-011667,INV-51972,V1051,Logistics,BU_Central,2023-02-13,11360.08,0,0,0,0,0,0,0,0
PMT-000373,INV-78951,V1008,Facilities,BU_Central,2023-02-13,2936.36,0,0,0,0,0,0,0,0
PMT-007770,INV-27970,V1049,Consulting,BU_North,2023-02-13,28136.45,0,0,1,0,0,0,0,0
PMT-003992,INV-21561,V1039,IT Services,BU_East,2023-02-14,56621.97,0,0,0,0,0,0,0,0
PMT-008509,INV-69995,V1055,IT Services,BU_North,2023-02-14,28956.66,0,0,1,0,0,0,0,0
PMT-009597,INV-60122,V1080,Logistics,BU_East,2023-02-14,8578.22,0,0,0,0,0,0,0,0
PMT-010147,INV-19111,V1068,Logistics,BU_South,2023-02-14,8257.57,0,0,1,0,0,0,0,0
PMT-010605,INV-30990,V1000,Office Supplies,BU_Central,2023-02-14,1276.39,0,0,0,0,0,0,0,0
PMT-001236,INV-90274,V1086,Logistics,BU_West,2023-02-14,4188.5,0,0,0,0,0,0,0,0
PMT-009641,INV-38730,V1014,Consulting,BU_Central,2023-02-14,22575.05,0,0,0,0,0,0,0,0
PMT-012958,INV-68778,V1017,IT Services,BU_Central,2023-02-14,79342.13,0,0,0,0,0,0,0,0
PMT-013995,INV-42901,V1032,IT Services,BU_North,2023-02-14,39277.05,0,0,1,0,0,0,0,0
PMT-010926,INV-63559,V1093,Consulting,BU_East,2023-02-14,5114.11,0,0,0,0,0,0,0,0
PMT-001315,INV-69232,V1047,Consulting,BU_West,2023-02-14,26209.26,0,0,0,0,0,0,0,0
PMT-001753,INV-72126,V1018,Consulting,BU_East,2023-02-14,45176.2,0,0,0,0,0,0,0,0
PMT-000679,INV-87276,V1015,Office Supplies,BU_North,2023-02-14,4553.16,0,0,1,0,0,0,0,0
PMT-013096,INV-93015,V1044,Facilities,BU_East,2023-02-14,6715.06,0,0,0,0,0,0,0,0
PMT-000003,INV-22280,V1003,IT Services,BU_Central,2023-02-14,16701.4,0,0,0,0,0,0,0,0
PMT-013091,INV-31322,V1048,Logistics,BU_North,2023-02-14,9862.6,0,0,1,0,0,0,0,0
PMT-009317,INV-68554,V1075,Consulting,BU_West,2023-02-14,37867.74,0,0,0,0,0,0,0,0
PMT-002150,INV-14588,V1096,IT Services,BU_Central,2023-02-14,37457.86,0,0,0,0,0,0,0,0
PMT-010376,INV-68468,V1048,Consulting,BU_North,2023-02-14,45081.99,0,0,1,0,0,0,0,0
PMT-007189,INV-56746,V1072,Office Supplies,BU_West,2023-02-14,4297.48,0,0,0,0,0,0,0,0
PMT-013415,INV-58192,V1096,Facilities,BU_South,2023-02-14,9945.74,0,0,1,0,0,0,0,0
PMT-011953,INV-72030,V1029,Consulting,BU_North,2023-02-14,17616.75,0,0,1,0,0,0,0,0
PMT-007034,INV-88978,V1068,Office Supplies,BU_North,2023-02-14,4838.66,0,0,1,0,0,0,0,0
PMT-013323,INV-81210,V1092,IT Services,BU_East,2023-02-14,13168.1,0,0,0,0,0,0,0,0
PMT-003451,INV-56876,V1085,Consulting,BU_East,2023-02-14,13796.67,0,0,0,0,0,0,0,0
PMT-004356,INV-83632,V1039,Logistics,BU_Central,2023-02-14,12283.58,0,0,0,0,0,0,0,0
PMT-007173,INV-30861,V1099,Facilities,BU_North,2023-02-14,9878.66,0,0,1,0,0,0,0,0
PMT-002340,INV-32245,V1040,Office Supplies,BU_West,2023-02-14,3556.23,0,0,0,0,0,0,0,0
PMT-002809,INV-12635,V1080,IT Services,BU_South,2023-02-14,70784.04,0,0,1,0,0,0,0,0
PMT-011676,INV-73512,V1086,IT Services,BU_West,2023-02-14,32358.79,0,0,0,0,0,0,0,0
PMT-008618,INV-71349,V1001,Facilities,BU_North,2023-02-14,7891.11,0,0,1,0,0,0,0,0
PMT-011436,INV-49309,V1043,Office Supplies,BU_North,2023-02-15,2460.25,0,0,1,0,0,0,0,0
PMT-003853,INV-69720,V1087,IT Services,BU_North,2023-02-15,8687.06,0,0,1,0,0,0,0,0
PMT-010544,INV-71474,V1018,IT Services,BU_East,2023-02-15,79554.2,0,0,0,0,0,0,0,0
PMT-012909,INV-43793,V1017,Office Supplies,BU_East,2023-02-15,3693.57,0,0,0,0,0,0,0,0
PMT-009927,INV-26645,V1080,Consulting,BU_South,2023-02-15,6036.42,0,0,1,0,0,0,0,0
PMT-002109,INV-25218,V1024,Consulting,BU_East,2023-02-15,4954.21,0,0,0,0,0,0,0,0
PMT-000317,INV-67104,V1031,Consulting,BU_West,2023-02-15,27048.84,0,0,0,0,0,0,0,0
PMT-006705,INV-31790,V1025,Consulting,BU_South,2023-02-15,11654.11,0,0,1,0,0,0,0,0
PMT-001154,INV-99908,V1011,IT Services,BU_South,2023-02-15,11531.96,0,0,1,0,0,0,0,0
PMT-012615,INV-25001,V1031,Consulting,BU_East,2023-02-15,39102.45,0,0,0,0,0,0,0,0
PMT-001053,INV-20490,V1047,IT Services,BU_North,2023-02-15,64494.6,0,0,1,0,0,0,0,0
PMT-007868,INV-19564,V1076,IT Services,BU_West,2023-02-15,42968.88,0,0,0,0,0,0,0,0
PMT-006144,INV-81890,V1087,Facilities,BU_North,2023-02-15,7828.92,0,0,1,0,0,0,0,0
PMT-000906,INV-75191,V1015,IT Services,BU_West,2023-02-15,54522.7,0,0,0,0,0,0,0,0
PMT-004285,INV-43113,V1048,Logistics,BU_Central,2023-02-15,7274.25,0,0,0,0,0,0,0,0
PMT-011452,INV-68575,V1034,Consulting,BU_Central,2023-02-15,46503.64,0,0,0,0,0,0,0,0
PMT-010336,INV-21750,V1024,Consulting,BU_North,2023-02-15,6652.46,0,0,1,0,0,0,0,0
PMT-014797,INV-81162,V1076,IT Services,BU_West,2023-02-15,30616.84,0,0,0,0,0,0,0,0
PMT-008771,INV-45588,V1050,Office Supplies,BU_West,2023-02-15,2833.91,0,0,0,0,0,0,0,0
PMT-011003,INV-40107,V1098,Logistics,BU_North,2023-02-15,9820.63,0,0,1,0,0,0,0,0
PMT-008741,INV-71252,V1055,Office Supplies,BU_South,2023-02-15,3160.2,0,0,1,0,0,0,0,0
PMT-010274,INV-44215,V1067,Consulting,BU_East,2023-02-15,40031.13,0,0,0,0,0,1,1,0
PMT-001833,INV-60755,V1052,Consulting,BU_Central,2023-02-15,28904.52,0,0,0,0,0,0,0,0
PMT-005117,INV-63290,V1014,Office Supplies,BU_East,2023-02-15,4372.3,0,0,0,0,0,0,0,0
PMT-007455,INV-96512,V1046,Facilities,BU_Central,2023-02-15,1100.43,0,0,0,0,0,0,0,0
PMT-001846,INV-98946,V1052,IT Services,BU_South,2023-02-15,67014.39,0,0,1,0,0,0,0,0
PMT-003304,INV-99270,V1046,Logistics,BU_East,2023-02-15,2806.91,0,0,0,0,0,0,0,0
PMT-006477,INV-37223,V1060,IT Services,BU_North,2023-02-15,51188.29,0,0,1,0,0,0,0,0
PMT-009473,INV-60355,V1077,Consulting,BU_South,2023-02-15,23488.92,0,0,1,0,0,0,0,0
PMT-013688,INV-98349,V1079,IT Services,BU_Central,2023-02-15,7493.02,0,0,0,0,0,0,0,0
PMT-002702,INV-38074,V1095,Consulting,BU_Central,2023-02-15,48032.49,0,0,0,0,0,0,0,0
PMT-000819,INV-73499,V1052,IT Services,BU_South,2023-02-15,34948.69,0,0,1,0,0,0,0,0
PMT-013440,INV-56965,V1076,IT Services,BU_North,2023-02-15,53752.53,0,0,1,0,0,1,1,0
PMT-003187,INV-84878,V1095,Consulting,BU_East,2023-02-15,46969.58,0,0,0,0,0,0,0,0
PMT-009015,INV-63504,V1010,IT Services,BU_South,2023-02-15,68228.26,0,0,1,0,0,0,0,0
PMT-DUP-000270,INV-67124,V1060,IT Services,BU_Central,2023-02-15,63951.9,1,0,0,1,1,1,3,1
PMT-006463,INV-16267,V1095,Consulting,BU_West,2023-02-15,23142.5,0,0,0,0,0,0,0,0
PMT-005220,INV-68239,V1007,Consulting,BU_South,2023-02-16,24429.47,0,0,1,0,0,0,0,0
PMT-008026,INV-16660,V1097,Logistics,BU_North,2023-02-16,11606.17,0,0,1,0,0,0,0,0
PMT-001355,INV-93379,V1074,Consulting,BU_South,2023-02-16,3824.96,0,0,1,0,0,0,0,0
PMT-000733,INV-77300,V1050,Facilities,BU_South,2023-02-16,9994.61,0,0,1,0,0,0,0,0
PMT-011973,INV-55537,V1031,IT Services,BU_West,2023-02-16,7742.43,0,0,0,0,0,0,0,0
PMT-013502,INV-16789,V1024,IT Services,BU_South,2023-02-16,73324.78,0,0,1,0,0,0,0,0
PMT-001990,INV-55453,V1058,Logistics,BU_East,2023-02-16,1708.02,0,0,0,0,0,0,0,0
PMT-010091,INV-54858,V1021,Consulting,BU_South,2023-02-16,46782.35,0,0,1,0,0,0,0,0
PMT-009732,INV-52844,V1026,Consulting,BU_Central,2023-02-16,36665.83,0,0,0,0,0,0,0,0
PMT-008610,INV-94306,V1006,Office Supplies,BU_East,2023-02-16,3263.04,0,0,0,0,0,0,0,0
